,ent_h,rel,ent_t
1406,34MonthOld,eat,100PercentJuice
1407,34MonthOld,isa,Independent
1408,34MonthOld,isa,LangageHeavyLearner
1409,34MonthOld,isa,VaringInDevelopment
1410,34MonthOld,suffer,Constipation
1411,34MonthOld,suffer,Coughing
1412,34MonthOld,suffer,Diarrhea
1413,34MonthOld,suffer,Fever
1414,34MonthOld,suffer,SleepRegression
1415,34MonthOld,suffer,Vomiting
1416,34MonthOld,hasAge,27
1417,34MonthOld,hasboyheight,37.0
1418,34MonthOld,hasBoyWeight,31.1
1419,34MonthOld,hasgirlheight,36.6
1420,34MonthOld,hasGirlWeight,30.1
1421,34MonthOld,needCalcium,700.0
1422,34MonthOld,needMealTime,3.0
1423,34MonthOld,needNapDuration,2.0
1424,34MonthOld,needSleepDuration,11.0
1425,34MonthOld,needSnackTime,2.0
1426,35MonthOld,act,DoingPuzzle
1427,35MonthOld,act,DrawingColoring
1428,35MonthOld,act,GoingGroceryShopping
1429,35MonthOld,act,GoingToBookSpace
1430,35MonthOld,act,GoingToKidsGym
1431,35MonthOld,act,GoingToSightseeing
1432,35MonthOld,act,GoingToThePark
1433,35MonthOld,act,MakingCollage
1434,35MonthOld,act,Outing
1435,35MonthOld,act,PlayingBoardGame
1436,35MonthOld,act,PlayingClay
1437,35MonthOld,act,PlayingCountingGame
1438,35MonthOld,act,PlayingDates
1439,35MonthOld,act,PlayingDifficultBlock
1440,35MonthOld,act,PreparingTheMeal
1441,35MonthOld,act,RidingTricycle
1442,35MonthOld,behave,BadManner
1443,35MonthOld,behave,Bossiness
1444,35MonthOld,behave,Disobeying
1445,35MonthOld,behave,Friendship
1446,35MonthOld,behave,ImaginaryFriend
1447,35MonthOld,behave,Lying
1448,35MonthOld,behave,OccasionalNegativeEmotion
1449,35MonthOld,behave,RefusingBedtime
1450,35MonthOld,behave,RefusingNap
1451,35MonthOld,behave,SayingNo
1452,35MonthOld,behave,SeekingAttention
1453,35MonthOld,behave,SenseOfHumor
1454,35MonthOld,behave,ShortAttentionSpan
1455,35MonthOld,behave,Shyness
1456,35MonthOld,behave,TransitionTrouble
1457,35MonthOld,behave,WakingUpTooEarly
1458,35MonthOld,behave,Whining
1459,35MonthOld,check,DecliningNapTime
1460,35MonthOld,check,LimitingTVTime
1461,35MonthOld,do,BuildingBlock
1462,35MonthOld,do,DecliningTantrum
1463,35MonthOld,do,DrawingShape
1464,35MonthOld,do,DressingIndependently
1465,35MonthOld,do,EatingIndependently
1466,35MonthOld,do,FollowingInstruction
1467,35MonthOld,do,GoingToDaycare
1468,35MonthOld,do,GoingToPreSchool
1469,35MonthOld,do,HandWashing
1470,35MonthOld,do,Jumping
1471,35MonthOld,do,PickyEating
1472,35MonthOld,do,PottyTrainingReady
1473,35MonthOld,do,PullingPants
1474,35MonthOld,do,RidingTricycle
1475,35MonthOld,do,SomePottyTrainingMastered
1476,35MonthOld,do,Speaking100To250Words
1477,35MonthOld,do,Speaking250To450Words
1478,35MonthOld,do,SpeakingFourWordSentence
1479,35MonthOld,do,SpeakingInSentences
1480,35MonthOld,do,SpeakingThreeWordSentence
1481,35MonthOld,do,SpeakingTwoPhrases
1482,35MonthOld,do,SpeakingTwoWordSentence
1483,35MonthOld,do,StandingOneFoot
1484,35MonthOld,do,SteppingOneFoot
1485,35MonthOld,do,TeethingLowerSecondMolar
1486,35MonthOld,do,TeethingUpperSecondMolar
1487,35MonthOld,do,TellingChange
1488,35MonthOld,do,TellingThePottyTime
1489,35MonthOld,do,Toothbrushing
1490,35MonthOld,do,UsingPotty
1491,35MonthOld,do,UsingSpoon
1492,35MonthOld,do,Weaning
1493,35MonthOld,eat,Carrot
1494,35MonthOld,eat,Celery
1495,35MonthOld,eat,Cheese
1496,35MonthOld,eat,Chicken
1497,35MonthOld,eat,CookedVeggie
1498,35MonthOld,eat,FiberGummy
1499,35MonthOld,eat,Fruit
1500,35MonthOld,eat,FruitSnack
1501,35MonthOld,eat,Grain
1502,35MonthOld,eat,IronSupplement
1503,35MonthOld,eat,Oreo
1504,35MonthOld,eat,Protein
1505,35MonthOld,eat,Raisin
1506,35MonthOld,eat,Rice
1507,35MonthOld,eat,Sandwich
1508,35MonthOld,eat,SaultySnack
1509,35MonthOld,eat,SkimMilk
1510,35MonthOld,eat,Spinach
1511,35MonthOld,eat,SteamedVeggie
1512,35MonthOld,eat,SugarySnack
1513,35MonthOld,eat,Turkey
1514,35MonthOld,eat,VitaminSupplement
1515,35MonthOld,eat,Water
1516,35MonthOld,eat,Yogurt
1517,35MonthOld,eat,100PercentJuice
1518,35MonthOld,isa,Independent
1519,35MonthOld,isa,LangageHeavyLearner
1520,35MonthOld,isa,VaringInDevelopment
1521,35MonthOld,suffer,Constipation
1522,35MonthOld,suffer,Coughing
1523,35MonthOld,suffer,Diarrhea
1524,35MonthOld,suffer,Fever
1525,35MonthOld,suffer,SleepRegression
1526,35MonthOld,suffer,Vomiting
1527,35MonthOld,hasAge,27
1528,35MonthOld,hasboyheight,37.3
1529,35MonthOld,hasBoyWeight,31.4
1530,35MonthOld,hasgirlheight,36.9
1531,35MonthOld,hasGirlWeight,30.4
1532,35MonthOld,needCalcium,700.0
1533,35MonthOld,needMealTime,3.0
1534,35MonthOld,needNapDuration,2.0
1535,35MonthOld,needSleepDuration,11.0
1536,35MonthOld,needSnackTime,2.0
1537,36MonthOld,act,DoingPuzzle
1538,36MonthOld,act,DrawingColoring
1539,36MonthOld,act,DrawingPaint
1540,36MonthOld,act,GoingGroceryShopping
1541,36MonthOld,act,GoingToBookSpace
1542,36MonthOld,act,GoingToKidsGym
1543,36MonthOld,act,GoingToSightseeing
1544,36MonthOld,act,GoingToThePark
1545,36MonthOld,act,MakingCollage
1546,36MonthOld,act,Outing
1547,36MonthOld,act,PlayingBoardGame
1548,36MonthOld,act,PlayingClay
1549,36MonthOld,act,PlayingCountingGame
1550,36MonthOld,act,PlayingDates
1551,36MonthOld,act,PlayingDifficultBlock
1552,36MonthOld,act,PreparingTheMeal
1553,36MonthOld,act,RidingTricycle
1554,36MonthOld,behave,AskingEverything
1555,36MonthOld,behave,BadManner
1556,36MonthOld,behave,Bossiness
1557,36MonthOld,behave,Disobeying
1558,36MonthOld,behave,Friendship
1559,36MonthOld,behave,ImaginaryFriend
1560,36MonthOld,behave,Lying
1561,36MonthOld,behave,OccasionalNegativeEmotion
1562,36MonthOld,behave,RefusingBedtime
1563,36MonthOld,behave,RefusingNap
1564,36MonthOld,behave,RunningAway
1565,36MonthOld,behave,SayingNo
1566,36MonthOld,behave,SeekingAttention
1567,36MonthOld,behave,SenseOfHumor
1568,36MonthOld,behave,ShortAttentionSpan
1569,36MonthOld,behave,Shyness
1570,36MonthOld,behave,TransitionTrouble
1571,36MonthOld,behave,WakingUpTooEarly
1572,36MonthOld,behave,Whining
1573,36MonthOld,check,DecliningNapTime
1574,36MonthOld,check,LimitingTVTime
1575,36MonthOld,check,ThreeYearMedicalCheckup
1576,36MonthOld,do,BuildingBlock
1577,36MonthOld,do,DecliningTantrum
1578,36MonthOld,do,DrawingShape
1579,36MonthOld,do,DressingIndependently
1580,36MonthOld,do,EatingIndependently
1581,36MonthOld,do,FollowingInstruction
1582,36MonthOld,do,GoingToDaycare
1583,36MonthOld,do,GoingToPreSchool
1584,36MonthOld,do,HandWashing
1585,36MonthOld,do,Jumping
1586,36MonthOld,do,PickyEating
1587,36MonthOld,do,PottyTrainingReady
1588,36MonthOld,do,PullingPants
1589,36MonthOld,do,RidingTricycle
1590,36MonthOld,do,SomePottyTrainingMastered
1591,36MonthOld,do,Speaking100To250Words
1592,36MonthOld,do,Speaking250To450Words
1593,36MonthOld,do,SpeakingFourWordSentence
1594,36MonthOld,do,SpeakingInSentences
1595,36MonthOld,do,SpeakingThreeWordSentence
1596,36MonthOld,do,SpeakingTwoPhrases
1597,36MonthOld,do,SpeakingTwoWordSentence
1598,36MonthOld,do,StandingOneFoot
1599,36MonthOld,do,SteppingOneFoot
1600,36MonthOld,do,TellingChange
1601,36MonthOld,do,TellingThePottyTime
1602,36MonthOld,do,Toothbrushing
1603,36MonthOld,do,UsingPotty
1604,36MonthOld,do,UsingSpoon
1605,36MonthOld,do,Weaning
1606,36MonthOld,eat,Carrot
1607,36MonthOld,eat,Celery
1608,36MonthOld,eat,Cheese
1609,36MonthOld,eat,Chicken
1610,36MonthOld,eat,CookedVeggie
1611,36MonthOld,eat,FiberGummy
1612,36MonthOld,eat,Fruit
1613,36MonthOld,eat,FruitSnack
1614,36MonthOld,eat,Grain
1615,36MonthOld,eat,IronSupplement
1616,36MonthOld,eat,Oreo
1617,36MonthOld,eat,Protein
1618,36MonthOld,eat,Raisin
1619,36MonthOld,eat,Rice
1620,36MonthOld,eat,Sandwich
1621,36MonthOld,eat,SaultySnack
1622,36MonthOld,eat,SkimMilk
1623,36MonthOld,eat,Spinach
1624,36MonthOld,eat,SteamedVeggie
1625,36MonthOld,eat,SugarySnack
1626,36MonthOld,eat,Turkey
1627,36MonthOld,eat,VitaminSupplement
1628,36MonthOld,eat,Water
1629,36MonthOld,eat,Yogurt
1630,36MonthOld,eat,100PercentJuice
1631,36MonthOld,isa,Independent
1632,36MonthOld,isa,LangageHeavyLearner
1633,36MonthOld,isa,VaringInDevelopment
1634,36MonthOld,suffer,Constipation
1635,36MonthOld,suffer,Coughing
1636,36MonthOld,suffer,Diarrhea
1637,36MonthOld,suffer,Fever
1638,36MonthOld,suffer,SleepRegression
1639,36MonthOld,suffer,Vomiting
1640,36MonthOld,hasAge,27
1641,36MonthOld,hasboyheight,37.5
1642,36MonthOld,hasBoyWeight,31.8
1643,36MonthOld,hasgirlheight,37.1
1644,36MonthOld,hasGirlWeight,30.7
1645,36MonthOld,needCalcium,700.0
1646,36MonthOld,needMealTime,3.0
1647,36MonthOld,needNapDuration,1.0
1648,36MonthOld,needSleepDuration,10.0
1649,36MonthOld,needSnackTime,2.0
1650,4MonthOld,developeSense,FeelingObjectsWithMouth
1651,4MonthOld,developeSense,ListeningAndImitatingParentsChat
1652,4MonthOld,developeSense,LookingAtThingsInDistanceAndCloseThings
1653,4MonthOld,do,PushingUpToTheirElbows
1654,4MonthOld,do,SleepTraining
1655,4MonthOld,eat,BreastMilk
1656,4MonthOld,eat,FormulaMilk
1657,4MonthOld,hasAge,4
1658,4MonthOld,hasboyheight,25.2
1659,4MonthOld,hasBoyWeight,15.4
1660,4MonthOld,hasgirlheight,24.4
1661,4MonthOld,hasGirlWeight,14.2
1662,4MonthOld,hasWetDiaper,4.0
1663,4MonthOld,needMilkOunce,4.0
1664,4MonthOld,needMilkTime,6.0
1665,4MonthOld,needNapDuration,5.0
1666,4MonthOld,needSleepDuration,15.0
1667,5MonthOld,developeSense,DistinguishingDifferentColor
1668,5MonthOld,developeSense,ListeningAndImitatingParentsChat
1669,5MonthOld,developeSense,MakingSomeSoundsLikeOh
1670,5MonthOld,developeSense,TruningHeadToTheVoice
1671,5MonthOld,do,FromTummyToBack
1672,5MonthOld,do,PickingThings
1673,5MonthOld,do,SleepTraining
1674,5MonthOld,eat,BreastMilk
1675,5MonthOld,eat,FormulaMilk
1676,5MonthOld,eat,Water
1677,5MonthOld,hasAge,5
1678,5MonthOld,hasboyheight,25.9
1679,5MonthOld,hasBoyWeight,16.6
1680,5MonthOld,hasgirlheight,25.2
1681,5MonthOld,hasGirlWeight,15.2
1682,5MonthOld,hasWetDiaper,4.0
1683,5MonthOld,needMilkOunce,4.0
1684,5MonthOld,needMilkTime,6.0
1685,5MonthOld,needNapDuration,5.0
1686,5MonthOld,needSleepDuration,15.0
1687,6MonthOld,developeSense,DistinguishingGenderOfVoice
1688,6MonthOld,developeSense,ImprovingDepthPerception
1689,6MonthOld,developeSense,InterestedInTouchingDifferentTexturesAndShapes
1690,6MonthOld,developeSense,LookingThingsClosely
1691,6MonthOld,developeSense,RespondingQuicklyToNoise
1692,6MonthOld,developeSense,SeeingWellAcrossTheRoom
1693,6MonthOld,do,Babbling
1694,6MonthOld,do,BackAndForth
1695,6MonthOld,do,Laughing
1696,6MonthOld,do,PassingObjectsFromOneHandToTheOther
1697,6MonthOld,do,RepeatingSameConsonants
1698,6MonthOld,do,SittingWithHelp
1699,6MonthOld,do,SleepTraining
1700,6MonthOld,do,StartingTeething
1701,6MonthOld,eat,AcornSquash
1702,6MonthOld,eat,Avocado
1703,6MonthOld,eat,Banana
1704,6MonthOld,eat,BreastMilk
1705,6MonthOld,eat,BrownRiceCereal
1706,6MonthOld,eat,ButternutSquash
1707,6MonthOld,eat,FormulaMilk
1708,6MonthOld,eat,OatmealBabyCereal
1709,6MonthOld,eat,Pear
1710,6MonthOld,eat,SweetPotato
1711,6MonthOld,eat,Water
1712,6MonthOld,hasAge,6
1713,6MonthOld,hasboyheight,26.6
1714,6MonthOld,hasBoyWeight,17.5
1715,6MonthOld,hasgirlheight,25.9
1716,6MonthOld,hasGirlWeight,16.1
1717,6MonthOld,needMilkOunce,6.0
1718,6MonthOld,needMilkTime,4.0
1719,6MonthOld,needNapDuration,3.0
1720,6MonthOld,needSleepDuration,14.0
1721,7MonthOld,developeSense,ImprovingDistanceVision
1722,7MonthOld,developeSense,ListeningAndImitatingParentsChat
1723,7MonthOld,developeSense,SeeingEverythingInFullColor
1724,7MonthOld,developeSense,UnderstandingRangeOfSounds
1725,7MonthOld,do,Babbling
1726,7MonthOld,do,PickingThings
1727,7MonthOld,eat,Avocado
1728,7MonthOld,eat,Banana
1729,7MonthOld,eat,BreastMilk
1730,7MonthOld,eat,Cereal
1731,7MonthOld,eat,FormulaMilk
1732,7MonthOld,eat,Pear
1733,7MonthOld,eat,Water
1734,7MonthOld,hasAge,7
1735,7MonthOld,hasboyheight,18.3
1736,7MonthOld,hasBoyWeight,27.2
1737,7MonthOld,hasgirlheight,16.8
1738,7MonthOld,hasGirlWeight,26.5
1739,7MonthOld,needMilkOunce,6.0
1740,7MonthOld,needMilkTime,4.0
1741,7MonthOld,needSleepDuration,11.0
1742,8MonthOld,developeSense,ImprovingDistanceVision
1743,8MonthOld,developeSense,InterestedInTouchingDifferentTexturesAndShapes
1744,8MonthOld,do,GettingReadyToCrawl
1745,8MonthOld,do,RollingFreely
1746,8MonthOld,do,SittingUpByThemselves
1747,8MonthOld,eat,Apple
1748,8MonthOld,eat,Avocado
1749,8MonthOld,eat,Barley
1750,8MonthOld,eat,BreastMilk
1751,8MonthOld,eat,Carrot
1752,8MonthOld,eat,CheddarCheese
1753,8MonthOld,eat,EggYolk
1754,8MonthOld,eat,FormulaMilk
1755,8MonthOld,eat,Mango
1756,8MonthOld,eat,Pasta
1757,8MonthOld,eat,Pumpkin
1758,8MonthOld,eat,Quinoa
1759,8MonthOld,eat,Rice
1760,8MonthOld,eat,SweetPotato
1761,8MonthOld,eat,Tofu
1762,8MonthOld,eat,Turkey
1763,8MonthOld,eat,Water
1764,8MonthOld,eat,Zucchini
1765,8MonthOld,hasAge,8
1766,8MonthOld,hasboyheight,27.8
1767,8MonthOld,hasBoyWeight,19.0
1768,8MonthOld,hasgirlheight,27.1
1769,8MonthOld,hasGirlWeight,17.5
1770,8MonthOld,needMilkOunce,24.0
1771,8MonthOld,needNapDuration,4.0
1772,8MonthOld,needSleepDuration,11.0
1773,9MonthOld,developeSense,RecognizingFamiliarFacesAndObjects
1774,9MonthOld,developeSense,SeeingWellAcrossTheRoom
1775,9MonthOld,developeSense,UnderstandingWords
1776,9MonthOld,do,Babbling
1777,9MonthOld,do,PickingThings
1778,9MonthOld,do,SittingLongPeriodTime
1779,9MonthOld,do,StartingCrawling
1780,9MonthOld,eat,Apple
1781,9MonthOld,eat,Avocado
1782,9MonthOld,eat,Barley
1783,9MonthOld,eat,BreastMilk
1784,9MonthOld,eat,Carrot
1785,9MonthOld,eat,CheddarCheese
1786,9MonthOld,eat,EggYolk
1787,9MonthOld,eat,FormulaMilk
1788,9MonthOld,eat,Mango
1789,9MonthOld,eat,Pasta
1790,9MonthOld,eat,Pumpkin
1791,9MonthOld,eat,Quinoa
1792,9MonthOld,eat,Rice
1793,9MonthOld,eat,SweetPotato
1794,9MonthOld,eat,Tofu
1795,9MonthOld,eat,Turkey
1796,9MonthOld,eat,Water
1797,9MonthOld,eat,Zucchini
1798,9MonthOld,hasAge,9
1799,9MonthOld,hasboyheight,28.3
1800,9MonthOld,hasBoyWeight,19.6
1801,9MonthOld,hasgirlheight,27.6
1802,9MonthOld,hasGirlWeight,18.1
1803,9MonthOld,hasWetDiaper,4.0
1804,9MonthOld,needMilkOunce,24.0
1805,9MonthOld,needNapDuration,3.0
1806,9MonthOld,needSleepDuration,11.0
